id;group;label;Wikidata;DBpedia;CSO;embeddingID;embedding
cs.IT;cs;Information Theory;http://www.wikidata.org/entity/Q131222;http://dbpedia.org/resource/Information_theory;https://cso.kmi.open.ac.uk/topics/information_theory;16.0;"[-5.43928802e-01 -6.59780949e-02  2.91500747e-01  7.29711831e-01
  7.82902360e-01 -1.54534057e-01  8.20783854e-01  1.91160202e-01
 -4.71217960e-01 -4.04018015e-01  4.08933014e-01 -6.87208474e-01
  3.84116232e-01 -2.99536437e-01 -5.28655231e-01 -4.86577064e-01
  9.78143215e-01 -1.21518612e+00 -8.69736195e-01  8.74086678e-01
 -5.41221321e-01  1.50535181e-01  5.62383309e-02  2.55644619e-01
  5.99764943e-01 -2.40160331e-01  4.22136009e-01 -1.45369565e+00
  8.71918142e-01  2.71017224e-01  4.02776778e-01 -1.33140039e+00
  3.35546106e-01 -3.44796717e-01 -7.20719397e-01  4.21623558e-01
  8.13241720e-01  1.75054222e-01  5.44070601e-02  4.53594357e-01
  1.26434967e-01 -8.78367871e-02  1.09229410e+00 -3.32290411e-01
  4.72891480e-02  6.43830299e-01  5.37907742e-02  4.17551368e-01
  8.18249106e-01  4.60468680e-01  8.30532253e-01  2.86019146e-01
 -2.71890253e-01  2.05442816e-01  1.25017136e-01  2.43365213e-01
  8.36072505e-01 -1.50443673e-01  4.52464253e-01  3.37348670e-01
 -2.19610021e-01  1.81577563e-01 -2.38273174e-01  6.15949512e-01
 -5.04183769e-02 -2.44475901e-02 -2.12507263e-01  2.99680114e-01
  2.52628684e-01  6.46040201e-01 -1.47584602e-01  1.74234539e-01
  3.37627441e-01  1.43018916e-01 -1.09090674e+00  4.75828946e-01
 -3.28066170e-01  7.07951605e-01 -2.91173965e-01 -4.20220405e-01
  1.20198213e-01 -1.09834254e+00  2.41341695e-01  5.49338818e-01
 -5.15741825e-01  5.03539860e-01 -1.15778282e-01  5.25849998e-01
  2.07184568e-01 -1.43110409e-01 -1.17663157e+00 -2.84004509e-01
  2.11122259e-01  4.33224924e-02 -8.71147871e-01 -6.16746604e-01
 -1.47745505e-01 -8.94308090e-01  3.49291205e-01  4.20783490e-01
 -6.90862298e-01  1.11591005e+00  3.78657907e-01  7.33313799e-01
  1.80065870e-01  4.16607499e-01  5.75189292e-01  5.63723803e-01
 -5.82680702e-01  5.98931491e-01 -1.68165609e-01 -3.20788354e-01
 -3.53484869e-01  1.29089221e-01 -1.81328073e-01 -5.07747591e-01
  4.01903242e-01 -5.46979427e-01  3.66966814e-01 -3.39800030e-01
 -2.93274134e-01  1.12801798e-01 -6.98484993e-03 -4.77283187e-02
  3.01367313e-01  1.01027407e-01 -7.22241461e-01  4.00228381e-01
  5.01914680e-01  8.84093404e-01  2.32804328e-01 -4.35999453e-01
 -1.70113102e-01  1.34717417e+00 -2.49192685e-01 -6.48887455e-01
 -7.17776716e-02 -5.17393231e-01  4.48063195e-01  7.42405131e-02
  2.81241119e-01  3.07752863e-02 -7.26697564e-01  2.32472777e-01
  4.80410188e-01 -8.34585428e-01 -5.07472336e-01  3.86313386e-02
 -1.13616318e-01  7.86680698e-01  9.48732853e-01  7.03731894e-01
 -9.56179619e-01 -6.78711057e-01 -2.57294863e-01  7.43351758e-01
 -4.36107516e-01  9.12746042e-02 -4.29578349e-02 -4.78426628e-02
 -3.65738161e-02  1.11500323e+00 -4.18770760e-01 -3.19080830e-01
  2.42180616e-01  7.39329904e-02  3.37129325e-01  3.35179031e-01
 -8.79220292e-02 -9.40770209e-01 -1.16636075e-01 -8.79161119e-01
  2.75735408e-01 -1.37365256e-02 -2.92597294e-01 -5.73844075e-01
 -1.05480442e-03  2.61128396e-01 -7.52903581e-01 -8.03677142e-02
 -5.35525620e-01  2.06542313e-01 -2.54252791e-01  2.26784796e-01
  3.30175161e-01 -8.22631061e-01 -1.58497132e-02 -4.83626157e-01
  4.86047983e-01 -3.38929743e-01 -3.57420892e-01  4.03131723e-01
  5.74498512e-02  1.65827543e-01  2.11439371e-01 -5.33539236e-01
 -4.95928109e-01 -9.66767490e-01  8.36889505e-01  7.38296881e-02]"
cs.LG;cs;Machine Learning;http://www.wikidata.org/entity/Q2539;http://dbpedia.org/resource/Machine_learning;https://cso.kmi.open.ac.uk/topics/machine_learning;17.0;"[ 0.21527384  0.15977424 -0.4195722   0.7265969   0.19952692 -0.8121
 -0.01120899 -0.8391301   0.49517992  0.946211   -0.3691493   0.25723255
  0.24592054  0.28670225 -1.0180804  -0.7460647   0.8730217  -0.6216664
 -1.1502962   0.45787776 -0.40576607 -0.37006274 -0.12176666 -0.13464917
  0.44896194 -0.6107705  -0.1802044  -0.28404248  0.7318267   0.17014804
 -0.34850574 -0.33063373  0.6174526   0.05483111 -0.09768821  0.35603803
 -0.20680167 -0.15794526  0.5615141   0.6668281  -0.15387355  0.32648313
  0.3287697  -0.89124495 -0.956759    0.6640687  -0.41869554  0.5214143
  0.53908676 -0.73053175  0.56128615  0.12448516  0.40691987 -0.5169839
  0.6413822  -0.2803221   0.5575393   0.22283116  0.32245353  0.3936078
 -0.51063013  0.58070546 -0.902126    0.939361   -0.08829152  0.65836
 -0.15316352  0.22267443  0.62986654  0.337219    0.21690035  0.66280013
  0.32257247 -0.8699911   0.06334846 -0.358499   -0.31979764  0.7238943
 -1.2805222  -0.8627015  -0.52777576 -0.49326622  0.68888116  0.8908754
  0.02635042 -0.3206637  -0.33936387  0.09507989  0.90936595 -0.06144784
 -0.8882857   0.5729746   0.5098533   0.58539695 -0.14152367  0.06194458
  0.17489003 -0.15951166 -0.43864113 -0.31084222 -0.7127902   0.88316166
 -0.11722618  1.0752715  -0.06179729  0.5587637   0.12921637  1.023907
 -0.5775936  -0.5229988  -0.22957262  0.11845122 -0.36781782 -0.2928107
  0.5665573  -0.0392496  -0.5479407   0.61859065  0.02742054 -0.5761239
  0.3533375   0.80840117 -0.2857298   0.09881458  0.30995727 -0.40300176
 -0.41326806  0.04140317 -0.24039626 -0.53304213 -0.14661539 -0.1975932
 -0.20859013  1.0729524  -0.06371401 -0.6643807  -0.26988968 -1.0675282
  0.18552633 -0.40167275  0.3677056   0.01544191 -0.24790162 -0.8627807
  0.8415477  -0.5711682   0.64910203  0.6080302  -0.5770375   0.27344468
  0.52606624  0.29401746 -0.9574204  -0.7630949   0.46838385  1.0693091
 -0.2689011   0.1637122  -0.618149   -0.22015603  0.61297774  0.5192949
 -0.4913442   0.18828243 -0.01211742  0.08596885 -0.320138    0.71478677
 -0.511936   -0.4865089   0.18622762 -0.59309965 -0.40140134  0.2960454
 -0.64845395  0.42328173 -0.5980102   0.2960389  -1.3481687   0.21735476
 -1.2583121   0.49706993  0.02272542 -0.29145998 -0.16802533 -0.7939836
  0.25604331 -0.504921   -0.14545295 -0.2738833  -0.4523989  -0.4557873
 -0.3422984   0.5751824   0.03818816  0.2496258  -0.1861419  -1.4533043
  0.5571787   0.3845953 ]"
cs.LO;cs;Logic in Computer Science;http://www.wikidata.org/wiki/Q8078;http://dbpedia.org/resource/Logic;https://cso.kmi.open.ac.uk/topics/formal_logic;18.0;"[-0.7808427  -0.1607138  -0.18114533  0.9116746   0.6158438  -0.5630972
 -0.01335275 -0.52007663 -0.5714935   0.9335522   0.06098296 -0.6683735
  0.6078677   0.2416247   0.5303617   0.2742673  -1.1082044  -0.1077408
 -0.27192298  0.32846478 -1.1701176  -0.6541572  -0.1760467  -0.4167083
  1.3230112  -0.04540043  0.3229128  -0.23404853  0.6054615   0.36150995
  0.03249424  0.65991145 -0.2049806   1.2170075   0.09796526  0.5013467
  0.12270911  0.60345566 -0.05910724  0.7806526   0.9819251  -0.15800066
  1.0376656  -0.4608049  -0.21382013  0.26275575  0.2611972  -0.48214412
  0.77550524  0.635704    0.58852327 -0.6833329  -0.6016935   0.43698907
  0.7139147   0.08900964  0.6824509   0.35417    -0.09092108  0.1657917
  0.69348395 -0.00335179  0.7528867   0.55242157 -0.7633366  -0.64171064
  0.0056534  -0.39762875 -0.01583746  0.09261695 -0.6407355   0.01186776
 -0.25716504 -0.16499132 -1.5989008   0.00467731  0.03232862  0.78032017
  0.00728118 -0.80525774  0.2196263   0.2698567   0.31421292  0.32704717
 -0.12970467 -0.1028121   0.40484947 -0.09114616  0.96347547 -0.0200773
 -0.50910753  0.42622632 -0.07625455  0.5160458   0.3060165   0.01224853
 -0.69183105  0.6343725  -0.40802968 -0.44721153 -0.35298383 -0.5948952
 -0.01733392  0.6742551   0.3137826  -0.625659   -0.38953248  0.40975806
 -0.76305306  0.22592391  0.00978745 -0.06185913 -0.0501079   0.14064017
 -0.41030183 -0.7963992   0.8245726   0.47014388  0.8093285  -0.06403964
  0.20895599  0.02336789 -0.83522505  0.5036086   0.4079717   0.13409965
 -0.9874492   0.37502426  0.3230676  -0.8629631   0.5015823  -0.10329274
 -0.7124043   1.2673795   0.27370885  0.53894246  0.13733293 -1.1700138
 -0.8570948   0.15140267  0.507196    0.47607192 -0.98465407 -0.41799414
  0.1803096   0.07385125 -1.4467423   0.6293225   0.21449474  0.1540366
  0.87148476  0.38865927 -0.5507805  -1.0296146   0.00470659 -0.08393253
 -0.42350385 -1.6460224  -0.29734522  0.77845085  0.23169579 -0.00582745
 -0.5692692  -0.03937104 -0.15579826  0.49251184 -0.09745283  0.52399665
  0.12838542 -1.1821667   0.7148291  -0.06265936 -0.6156695   0.05330839
  0.28172886 -0.09133165 -0.10063279  0.26228714 -0.7319609   0.15017503
  0.06208462  0.3004947  -0.44164062  0.39762476  0.12289567 -0.14127733
 -0.7121768  -0.19327171 -0.00171952  0.2866243  -0.39988682 -0.75136626
 -0.21920767  0.01240813 -0.2524295   0.90187967  0.16400574 -0.80672437
 -0.32596716 -0.05619287]"
cs.MA;cs;Multiagent Systems;http://www.wikidata.org/entity/Q529909;http://dbpedia.org/resource/Multi-agent_system;https://cso.kmi.open.ac.uk/topics/multiagent_systems;19.0;"[-0.45591274 -0.16278242 -0.30213976 -0.12518232  0.18438528 -0.4346837
  0.18504435  0.89175427 -0.10749792  0.04239967 -0.29049674 -0.09741224
  0.83258164  0.26896232 -0.14674318 -0.35639626 -0.13943872 -0.27786702
 -0.42321905 -0.17998435 -0.39277     0.00820203  0.05427928 -0.37469882
  0.57877624 -0.75163037 -0.11028773 -0.20091867  0.16037965  0.08741147
  0.214904   -0.01157363 -0.14527932  0.23668769  0.13807786  1.2853551
 -0.19924891  0.60924417  0.6930832  -0.07002332 -0.43688834 -0.11138616
  0.06172936 -0.53685623  0.38966706  0.3695608  -0.01020637  0.39883453
  0.25242296 -0.6451301   0.34222192  0.14673097 -0.30785528  0.4501647
 -0.15868431  0.47033376 -0.15619273  0.3760205   0.4961115  -0.0291289
  0.03505094 -0.11540309 -0.15756902  0.52965987  0.21435867 -0.008998
  0.04791149  0.2327638  -0.18522647  0.15171233  0.03023027  0.13169272
 -0.11560229 -0.4001207   0.0891488   0.75366324  0.5967384   0.10821913
  0.13520825 -1.0270418   0.23553085 -0.3182383   0.9128581  -0.10173835
 -0.10389508 -0.21873255  0.2766165   0.596236    0.7670418  -0.01235706
 -0.5371493  -0.699863    0.651573   -0.37277678 -0.72707087 -0.09704736
  0.209227    0.24118268  0.14733474 -0.48954317 -0.28565356 -0.77354467
  0.36288205  0.54604197 -0.1561382  -0.10960631 -0.08632314  0.31470823
 -0.60122854 -0.09591623 -0.8907059  -0.29406154  1.1791174  -0.06156417
 -0.16889459  0.23711346 -0.40940872 -0.70175564 -0.02179272 -0.71758115
 -1.2397594   0.12695363 -0.14736028 -0.10171587 -0.24914202 -0.3212892
 -0.817501    0.503087   -0.43329307 -0.06392374 -0.22727135 -0.80739194
  0.11323855  0.49208823  0.10159697 -0.8548658  -0.18950213  0.23548329
 -0.50576395  0.16825038  0.06661822  0.8447287   0.34339112 -0.10361404
  0.56392795 -0.23098941 -0.7700519   0.16282213 -1.0403217   0.10114013
  0.0887797   0.5709805  -0.17953756 -0.11958936  0.12166972  0.9139054
  0.23471305  0.01265883 -0.08194809  0.36845028  0.19227068  0.7468478
 -0.7201821  -0.32818648 -0.291117   -0.174892   -0.03592451 -0.23602955
  0.17849691 -1.0505913  -0.08774486  0.61287904  0.35584727  0.63775086
 -0.11211494  0.11728137 -0.89776707  0.27390283  0.16821486 -0.658439
 -0.7867586   0.01844012 -0.0233862  -0.42552412 -0.25257063 -0.7787713
 -0.1829422  -0.40001315  0.030233   -0.5088317  -0.23907314 -0.7379069
  0.13552165  0.06767784 -0.5766212  -0.03209885  0.09556143 -1.1375635
 -0.11175935  0.2695729 ]"
cs.MM;cs;Multimedia;http://www.wikidata.org/entity/Q131765;http://dbpedia.org/resource/Multimedia;https://cso.kmi.open.ac.uk/topics/multimedia_systems;20.0;"[-0.20674282  0.00738396 -0.1896512   2.16794    -0.08705238 -0.8869109
  0.06436475 -0.37179682  1.2483845  -0.23331428  0.16175364 -0.13074887
  0.47581804 -0.29124805  0.09641705 -0.12136594  0.1444024  -0.4479509
 -0.9238941   0.10764592  0.41428515 -0.6200412  -0.49066237  0.16091688
  0.7808537  -0.97971857 -0.26109484 -0.8626341  -0.03300941  0.1679122
 -0.22552216  0.07226454 -0.12081382  0.6078085  -0.10505915  1.3290443
 -0.53169984  0.6101896   0.09678433  0.22951475  0.11757372  1.514635
  1.1859647  -0.480632   -0.7097619   0.46793684  0.9233032  -0.30403394
  0.36075357  0.3971896  -0.9824956   0.00532428 -0.23007177  0.6095555
  0.22732459 -0.81069744 -0.3411838  -0.29353607 -0.5211439  -0.13729292
  0.00375301  0.18142846 -0.13144898  1.0180207   0.2954548  -0.06685967
 -0.45812532  0.6883045   0.9085466  -0.01501024  0.26484692  1.289562
 -0.6370124   0.41778564  0.02279953  0.28046548  0.16293639  0.8836866
 -0.8216923  -0.9174928   0.5576875  -0.6981978  -0.02695462  0.53065246
  0.23519287 -0.6750331  -1.4018005   0.21383575  0.8719794  -1.0030662
 -0.57943887 -0.09320303  0.39553034  0.33140075  0.3767636   0.27522364
  0.5126592   0.75448376  0.3085708  -0.23042953 -0.51091176 -0.27155563
  0.6716862   0.72531897 -0.22746287  0.39801788  0.69144136 -0.4103595
 -0.3391      0.20500979  0.64887017 -0.44501895 -0.2394341   0.37347144
 -0.8583726   0.13142958  0.22067818  0.55902463  0.8554522  -0.20952925
  0.36212867 -0.22063653  0.16785888  0.28635725  0.31354517 -0.6603118
 -0.88908505  0.12351625  0.21702914 -0.4891406   0.5442042   0.11743027
  0.11712024  1.5049517  -0.1542229  -0.8145119  -0.10009649 -0.89897823
 -0.2373401  -0.28168434  0.30597106 -0.49542993 -0.2624625  -0.5618973
  0.7434702  -0.61468554 -0.66597575  1.4296856  -0.19977817  0.34250113
  0.727194    0.19380406 -0.34859806 -0.5838403  -0.15107015  0.68094385
 -0.6285912  -0.2691647  -0.21736369  0.11033021 -0.08381453  0.10854482
 -0.3339298   0.46361133 -0.528454    0.09183642  0.05615405  0.18428557
  0.6910624  -0.76755357 -0.05957764 -0.16384347 -0.1278671   0.02513956
  0.5511106   0.16697592 -0.04917587  0.80124706 -1.6125838   0.5468662
 -0.23922157  0.7839195   0.10140233 -0.03150349  0.17431276 -0.47736055
 -0.02966974 -0.46072656  0.86489093 -0.6133006   1.2303841   0.52239543
  0.05837081 -0.42813823 -0.76609415  0.4093346   0.37470755 -0.46845636
 -1.1519005   0.2791084 ]"
cs.MS;cs;Mathematical Software;http://www.wikidata.org/entity/Q1639024;http://dbpedia.org/resource/Mathematical_software;;21.0;"[ 6.76805377e-01 -6.28666654e-02 -4.74321216e-01  6.06472671e-01
  4.24820036e-01  2.01032795e-02  9.79770534e-03 -6.00254118e-01
 -4.30612788e-02  2.79431790e-01  2.92188913e-01 -3.43989879e-01
 -2.09183067e-01  4.92448479e-01  3.99163336e-01 -4.38425303e-01
 -3.14597219e-01 -1.22508049e-01 -8.45702142e-02  3.03150207e-01
  1.81582317e-01 -6.09258831e-01 -1.98700532e-01 -2.96197712e-01
  1.19471037e+00 -3.20432097e-01 -1.11391162e-02 -5.83186865e-01
 -1.12556726e-01 -1.54762298e-01  5.89516580e-01  5.83381712e-01
 -3.04726690e-01  6.62286356e-02 -1.42041340e-01  1.06528533e+00
  2.10754246e-01  5.78145504e-01  6.60193980e-01  3.66898507e-01
  3.74597549e-01  3.99140269e-01  8.98190796e-01 -3.72193269e-02
  1.64316699e-01 -1.27368331e-01  4.76157486e-01 -6.45653844e-01
  9.00867432e-02 -7.69498795e-02  2.87088025e-02 -5.85188925e-01
  1.97825059e-01 -7.97985941e-02  4.51619655e-01 -2.10541710e-01
  2.49071434e-01 -5.66216886e-01  1.64337814e-01 -2.29643568e-01
  5.18456578e-01  2.12952383e-02  1.73781201e-01  9.52607095e-01
 -5.59418023e-01 -3.91030729e-01 -1.83979392e-01  3.10006320e-01
  3.29761267e-01 -5.02214193e-01 -6.80935457e-02  4.09644932e-01
  2.47360066e-01 -2.50737220e-01 -7.15663612e-01  3.66335034e-01
 -8.52803588e-01  5.18140018e-01 -5.54259479e-01 -5.25803685e-01
  6.62961781e-01 -5.10052264e-01  3.83619666e-01 -4.45916802e-01
  6.66866452e-02 -2.35604607e-02  1.75346240e-01  2.08621502e-01
  9.25869197e-02 -2.61076659e-01 -2.88204372e-01  1.49029046e-01
  3.96333309e-03 -2.95762420e-01 -2.66044945e-01  1.51899621e-01
 -4.65108931e-01  5.75103462e-01 -4.73236144e-01 -5.00450611e-01
 -1.87831551e-01 -4.14411008e-01  3.61970097e-01  4.72200841e-01
  6.94582582e-01  5.80708861e-01  1.36227056e-01  6.89646900e-02
 -2.38114744e-01  4.27518487e-01  2.07350582e-01 -2.52633154e-01
  6.66109622e-02 -2.60425806e-02  4.74542856e-01  2.98253074e-02
  4.07917976e-01  8.19342554e-01  6.47694111e-01  1.01524338e-01
  2.87723720e-01 -3.60745251e-01  2.69459158e-01 -8.46231282e-02
  2.72167891e-01  2.29594469e-01 -3.44747156e-02  5.85684717e-01
  7.40459442e-01 -4.88329291e-01  3.99454594e-01 -1.68057188e-01
 -3.66441131e-01  4.37532574e-01  1.00046606e-03 -1.96217060e-01
  2.62022316e-02 -5.52479804e-01 -3.12426120e-01 -2.45152146e-01
 -4.51089442e-01 -5.23331702e-01 -9.28952873e-01 -4.36604202e-01
  6.36606991e-01 -2.03560382e-01 -9.36102867e-01  3.54711175e-01
  2.77173698e-01  2.69438118e-01  3.45805049e-01  4.33334619e-01
 -3.64483058e-01 -6.65353477e-01  1.39978230e-01  3.97973567e-01
 -1.46667764e-01 -9.45340633e-01  2.46645391e-01 -1.58549607e-01
  1.38655588e-01  5.05625904e-01 -5.41712344e-01  2.76623785e-01
 -6.27639294e-01  7.99448341e-02  1.45166293e-01 -1.41623572e-01
  4.50463325e-01 -1.62795857e-01  6.10297441e-01 -4.71263379e-01
 -1.58574507e-01  1.54002190e-01 -4.67746228e-01 -5.97203910e-01
  5.64280786e-02  7.82685816e-01 -5.67569256e-01  3.90050590e-01
  1.48906425e-01  2.67419487e-01 -2.21884876e-01  1.55738667e-01
 -1.25760093e-01 -3.00234944e-01 -3.42564434e-01  1.71379849e-01
  3.15748006e-01 -2.80590594e-01 -2.83703744e-01 -6.15751803e-01
 -1.58366486e-01 -1.91522360e-01 -6.44069910e-01 -7.28147104e-02
  3.76823723e-01 -8.11753750e-01 -1.07870206e-01  3.39965492e-01]"
cs.NA;cs;Numerical Analysis;http://www.wikidata.org/entity/Q11216;http://dbpedia.org/resource/Numerical_analysis;https://cso.kmi.open.ac.uk/topics/numerical_analysis;22.0;"[-0.59184194 -0.3317805  -0.42904395  0.9620782   0.35065818 -0.97252065
 -0.26590613 -0.32538053 -0.60216933  1.205835   -0.1735666  -0.6109783
  1.2922916  -0.27988    -0.93948877 -0.04466563 -0.17497836 -1.3168627
 -1.1059703   0.83516335 -0.05002802 -0.61779714  0.569914   -0.01056089
  0.9335114  -0.22800332  0.5380631  -0.55327487  0.6188841   0.37303504
  0.38616973 -0.28277767  0.37528828  0.3508078  -0.4673238   0.6874849
 -0.6311253   0.5998053   0.44557926  0.44644824 -0.22668594  0.15190189
  0.5643126   0.568391   -0.9057497   0.33577365  0.5182098   0.17636195
  0.3842833  -0.24348165  0.23420629 -0.2640024  -0.43651327 -0.14895798
  1.0109819   0.537496    0.5059828   0.2918457   0.07460362  0.46256125
 -0.56175685  0.17455724 -0.5245465   1.4971582   0.74778855 -0.1815917
  0.28824207 -0.14011914  0.4073203   0.15095171  0.4331549  -0.42850128
 -0.5775213   0.05830139 -0.53118455  0.4468932   0.17422472  0.27094597
 -0.477559   -0.3486525   0.5853786  -0.14064954  0.5265475   0.64621323
 -0.3222126  -0.44972488 -0.3846297  -0.01851393 -0.5474962   0.8287372
 -1.1045353   0.37198818  0.529326    0.8639627  -0.7173347  -0.28782448
  0.34549493 -0.00507638  0.35071298 -0.21872567 -0.81447315  0.39157635
  1.1594932   0.7290981   0.8307956  -0.07716285  0.01415768  0.7332549
 -0.7324482  -0.41896448  0.4162036  -0.5185761   0.00710031  0.22059855
 -0.32561982  0.33234924  0.08699115  0.9397338  -0.5076562   0.04915327
  0.05683729 -0.7202988  -0.21946461  0.4440724   0.13096541  0.22380584
 -0.33849704  0.5685588   0.03794408  0.05163227  0.16141161  0.11894187
 -0.6430597   1.2399424  -0.02419678  0.09740516  0.57627416 -0.3570016
  0.41772062  0.39905792  1.0454581   0.51639766  0.30822188  0.2994476
  0.7398341  -0.12465971  0.12025908  0.10594939 -0.49127048 -0.06264223
  0.7834145   0.6144241  -0.62477237 -0.84883183 -0.46029612  0.40692568
 -0.0142991  -0.6136252  -0.27185166 -0.29599696 -0.08023751  0.39958507
 -0.7681477   0.77519256 -0.4473297   0.09158125 -0.14072098  0.02464479
  0.3149606  -0.5326509  -0.1321024   0.42060196  0.2682876  -0.4843547
 -0.3795891  -0.53995454 -0.30289087  0.4350327  -0.6852429  -0.512242
 -0.3166581   0.91527164  0.16408572  0.7974837  -0.35846254 -0.6703954
  0.56976706  0.7031749   0.06315154 -0.61719584  0.33443582 -0.43325755
  0.5529108   0.35636982 -0.42980507 -0.52571344 -0.5292799  -0.90273446
  0.01631826  0.40890247]"
cs.NE;cs;Neural and Evolutionary Computing;;;;;
cs.NI;cs;Networking and Internet Architecture;https://www.wikidata.org/wiki/Q1068715;http://dbpedia.org/resource/Telecommunications_network;https://cso.kmi.open.ac.uk/topics/telecommunication_networks;23.0;"[-0.20881952 -0.12034374  0.43017673  0.11421817  0.6825703   0.14023146
  0.5697169  -0.01649753  0.12492038 -0.09115305  0.42053482 -0.47602457
  0.9395757   1.126173   -0.00477879 -1.3536294   0.18653317 -1.3728906
 -0.6634074   0.35153368  0.140994    0.66784245  0.14622931 -0.01869954
  0.99242914  0.22124013  0.01474988 -1.7217807   0.32018182 -0.0389826
  0.34912178 -0.05709699 -0.29557258  0.15485723 -0.49070203  1.1072131
  0.22259253  0.39917326  0.83196473 -0.6000368   0.20166253 -0.8077451
  0.9346235  -0.83223444 -0.74746656  0.09011006  0.29766324 -0.10414939
  0.51079303 -0.39275637 -0.57818973 -0.03434886  0.39226156  0.59648293
  0.03436649 -0.24706478  0.4622987  -0.64609104 -0.32790703 -0.12106825
 -0.32983893  0.76754755 -0.5640393   0.5937995   0.45666337 -0.5854943
 -0.04084816  0.7175279   0.50797355  0.47692326  0.552671   -0.45227075
  0.4063307  -0.34816337  0.20682019  0.8881178  -0.20250717  0.3146569
 -0.21718895 -0.8443833   1.2131057  -0.79883546 -0.23014688  1.2145772
 -0.6503893  -0.09425245 -0.3494356  -0.1700468  -0.63380176  0.14361495
 -0.07253182 -0.19701892  0.50709087  0.1042067  -0.30704126 -0.5439295
 -0.46963656  0.0588446   0.16172864  0.15997356 -0.36487857  0.5011046
  0.7171088   1.5322967  -0.05130766 -0.09547121  0.41550896  0.3480583
 -0.5814648  -0.29249313  0.8955868  -0.4774201  -0.639251    0.15378301
 -0.13309239  0.22521237 -0.51928854 -0.1615217   0.09956175 -0.16013372
 -0.62182534  0.3278406   0.26219156  0.4212962   0.08225285 -0.26941288
 -0.16077957 -0.3530607   0.02353392  0.30732176 -0.15952909 -0.08352489
 -0.3524706   1.4437262  -0.3679905  -0.70434654 -0.32534674 -0.5157057
  0.3763762  -0.12230837 -0.3545209   0.83554924 -0.5868838  -0.36095834
  1.3491294  -0.08441589 -1.0425624   0.8163512  -0.32432985  0.0741407
  1.0273983   0.22315498 -0.10384934 -0.7482052  -0.5318459   0.12642848
  0.11090562 -0.06954654 -1.0215633  -0.46872497 -0.32844684  0.43148553
 -0.4932191  -0.21898949 -0.47670946 -0.96971357  0.2655646  -0.23030773
  0.4459384  -0.46708825  0.19052708 -0.18077892 -0.23070021 -0.11642458
  0.0186289   0.22448052 -0.05055787  0.09232818 -0.5588342   0.53697985
 -0.28363103  0.61515963 -0.41712803 -0.20487034 -0.6882655  -0.642026
  0.2386955   0.00968688  0.89177155 -0.75102615  0.05633418  0.59615505
 -0.19336846  0.22705573 -0.35103762  0.08160186 -0.32420385 -1.0699334
  0.23327805 -0.06887215]"
cs.OH;cs;Other Computer Science;;;;;
